idx,parent,sibling,depth,retired,done,t_entry,t_exit,cx0,cx1,cx2,cx3,hw0,hw1,hw2,hw3
482,240,481,8,0,1,6.24288,18.8496,0.500562,0.0005,0,1.73243,6.25e-05,0.0005,0.001,0.000125
483,241,484,8,0,1,6.23965,18.8496,0.500687,-0.0005,0,1.73218,6.25e-05,0.0005,0.001,0.000125
484,241,483,8,0,1,6.23965,18.8496,0.500687,0.0005,0,1.73218,6.25e-05,0.0005,0.001,0.000125
485,242,486,8,0,1,6.24279,18.8496,0.500687,-0.0005,0,1.73243,6.25e-05,0.0005,0.001,0.000125
486,242,485,8,0,1,6.24279,18.8496,0.500687,0.0005,0,1.73243,6.25e-05,0.0005,0.001,0.000125
487,243,488,8,0,1,6.25168,18.8496,0.500562,-0.0005,0,1.73268,6.25e-05,0.0005,0.001,0.000125
488,243,487,8,0,1,6.25168,18.8496,0.500562,0.0005,0,1.73268,6.25e-05,0.0005,0.001,0.000125
489,244,490,8,0,1,6.25881,18.8496,0.500562,-0.0005,0,1.73293,6.25e-05,0.0005,0.001,0.000125
490,244,489,8,0,1,6.25881,18.8496,0.500562,0.0005,0,1.73293,6.25e-05,0.0005,0.001,0.000125
491,245,492,8,0,1,6.26289,18.8496,0.500687,-0.0005,0,1.73268,6.25e-05,0.0005,0.001,0.000125
492,245,491,8,0,1,6.26289,18.8496,0.500687,0.0005,0,1.73268,6.25e-05,0.0005,0.001,0.000125
493,246,494,8,0,1,6.25305,18.8496,0.500687,-0.0005,0,1.73293,6.25e-05,0.0005,0.001,0.000125
494,246,493,8,0,1,6.25305,18.8496,0.500687,0.0005,0,1.73293,6.25e-05,0.0005,0.001,0.000125
495,247,496,8,0,1,5.71171,18.8496,0.500812,-0.0005,0,1.73218,6.25e-05,0.0005,0.001,0.000125
496,247,495,8,0,1,5.71171,18.8496,0.500812,-0.0005,0,1.73243,6.25e-05,0.0005,0.001,0.000125
497,248,498,8,0,1,5.7146,18.8496,0.500937,-0.0005,0,1.73218,6.25e-05,0.0005,0.001,0.000125
498,248,497,8,0,1,5.7146,18.8496,0.500937,-0.0005,0,1.73243,6.25e-05,0.0005,0.001,0.000125
499,249,500,8,0,1,5.6917,18.8496,0.500812,-0.0005,0,1.73268,6.25e-05,0.0005,0.001,0.000125
500,249,499,8,0,1,5.6917,18.8496,0.500812,-0.0005,0,1.73293,6.25e-05,0.0005,0.001,0.000125
501,250,502,8,0,1,5.6932,18.8496,0.500937,-0.0005,0,1.73268,6.25e-05,0.0005,0.001,0.000125
502,250,501,8,0,1,5.6932,18.8496,0.500937,-0.0005,0,1.73293,6.25e-05,0.0005,0.001,0.000125
503,251,504,8,0,1,5.68633,18.8496,0.500812,0.0005,0,1.73218,6.25e-05,0.0005,0.001,0.000125
504,251,503,8,0,1,5.68633,18.8496,0.500812,0.0005,0,1.73243,6.25e-05,0.0005,0.001,0.000125
505,252,506,8,0,1,5.68764,18.8496,0.500937,0.0005,0,1.73218,6.25e-05,0.0005,0.001,0.000125
506,252,505,8,0,1,5.68764,18.8496,0.500937,0.0005,0,1.73243,6.25e-05,0.0005,0.001,0.000125
507,253,508,8,0,1,5.6886,18.8496,0.500812,0.0005,0,1.73268,6.25e-05,0.0005,0.001,0.000125
508,253,507,8,0,1,5.6886,18.8496,0.500812,0.0005,0,1.73293,6.25e-05,0.0005,0.001,0.000125
509,254,510,8,0,1,5.73606,18.8496,0.500937,0.0005,0,1.73268,6.25e-05,0.0005,0.001,0.000125
510,254,509,8,0,1,5.73606,18.8496,0.500937,0.0005,0,1.73293,6.25e-05,0.0005,0.001,0.000125
127,63,128,7,1,0,5.60262,6.09451,0.499063,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
63,31,64,6,1,0,5.52166,5.60262,0.499063,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
31,15,32,5,1,0,4.9476,5.52166,0.499125,0,0,1.7313,0.000125,0.001,0.001,0.00025
15,7,16,4,1,0,3.68184,4.9476,0.499125,0,0,1.73155,0.000125,0.001,0.001,0.0005
7,3,8,3,1,0,3.52863,3.68184,0.49925,0,0,1.73155,0.00025,0.001,0.001,0.0005
3,1,4,2,1,0,3.37387,3.52863,0.49925,0,0,1.73205,0.00025,0.001,0.001,0.001
1,0,2,1,1,0,3.21755,3.37387,0.4995,0,0,1.73205,0.0005,0.001,0.001,0.001
0,-1,-1,0,1,0,0,3.21755,0.5,0,0,1.73205,0.001,0.001,0.001,0.001
128,63,127,7,1,0,5.60262,6.10666,0.499063,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
129,64,130,7,1,0,5.60352,6.08337,0.499188,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
64,31,63,6,1,0,5.52166,5.60352,0.499188,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
130,64,129,7,1,0,5.60352,6.11716,0.499188,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
131,65,132,7,1,0,5.6067,6.09373,0.499063,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
65,32,66,6,1,0,5.52472,5.6067,0.499063,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
32,15,31,5,1,0,4.9476,5.52472,0.499125,0,0,1.7318,0.000125,0.001,0.001,0.00025
132,65,131,7,1,0,5.6067,6.11849,0.499063,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
133,66,134,7,1,0,5.60699,6.09792,0.499188,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
66,32,65,6,1,0,5.52472,5.60699,0.499188,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
134,66,133,7,1,0,5.60699,6.13047,0.499188,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
135,67,136,7,1,0,5.57761,6.10595,0.499312,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
67,33,68,6,1,0,5.49475,5.57761,0.499312,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
33,16,34,5,1,0,5.04233,5.49475,0.499375,0,0,1.7313,0.000125,0.001,0.001,0.00025
16,7,15,4,1,0,3.68184,5.04233,0.499375,0,0,1.73155,0.000125,0.001,0.001,0.0005
136,67,135,7,1,0,5.57761,6.12263,0.499312,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
137,68,138,7,1,0,5.57767,6.11764,0.499438,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
68,33,67,6,1,0,5.49475,5.57767,0.499438,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
138,68,137,7,1,0,5.57767,6.13275,0.499438,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
139,69,140,7,1,0,5.63473,6.1098,0.499312,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
69,34,70,6,1,0,5.55345,5.63473,0.499312,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
34,16,33,5,1,0,5.04233,5.55345,0.499375,0,0,1.7318,0.000125,0.001,0.001,0.00025
140,69,139,7,1,0,5.63473,6.14154,0.499312,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
141,70,142,7,1,0,5.63528,6.12109,0.499438,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
70,34,69,6,1,0,5.55345,5.63528,0.499438,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
142,70,141,7,1,0,5.63528,6.14616,0.499438,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
143,71,144,7,1,0,5.59141,6.12151,0.499063,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
71,35,72,6,1,0,5.50863,5.59141,0.499063,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
35,17,36,5,1,0,5.05645,5.50863,0.499125,0,0,1.7323,0.000125,0.001,0.001,0.00025
17,8,18,4,1,0,3.68184,5.05645,0.499125,0,0,1.73255,0.000125,0.001,0.001,0.0005
8,3,7,3,1,0,3.52863,3.68184,0.49925,0,0,1.73255,0.00025,0.001,0.001,0.0005
144,71,143,7,1,0,5.59141,6.1268,0.499063,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
145,72,146,7,1,0,5.59146,6.1284,0.499188,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
72,35,71,6,1,0,5.50863,5.59146,0.499188,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
146,72,145,7,1,0,5.59146,6.13649,0.499188,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
147,73,148,7,1,0,5.64864,6.13191,0.499063,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
73,36,74,6,1,0,5.56741,5.64864,0.499063,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
36,17,35,5,1,0,5.05645,5.56741,0.499125,0,0,1.7328,0.000125,0.001,0.001,0.00025
148,73,147,7,1,0,5.64864,6.15334,0.499063,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
149,74,150,7,1,0,5.64917,6.13233,0.499188,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
74,36,73,6,1,0,5.56741,5.64917,0.499188,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
150,74,149,7,1,0,5.64917,6.13711,0.499188,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
151,75,152,7,1,0,5.65594,6.13418,0.499312,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
75,37,76,6,1,0,5.57523,5.65594,0.499312,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
37,18,38,5,1,0,5.06602,5.57523,0.499375,0,0,1.7323,0.000125,0.001,0.001,0.00025
18,8,17,4,1,0,3.68184,5.06602,0.499375,0,0,1.73255,0.000125,0.001,0.001,0.0005
152,75,151,7,1,0,5.65594,6.14757,0.499312,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
153,76,154,7,1,0,5.65677,6.14124,0.499438,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
76,37,75,6,1,0,5.57523,5.65677,0.499438,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
154,76,153,7,1,0,5.65677,6.16409,0.499438,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
155,77,156,7,1,0,5.66019,6.14343,0.499312,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
77,38,78,6,1,0,5.57853,5.66019,0.499312,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
38,18,37,5,1,0,5.06602,5.57853,0.499375,0,0,1.7328,0.000125,0.001,0.001,0.00025
156,77,155,7,1,0,5.66019,6.16066,0.499312,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
157,78,158,7,1,0,5.66048,6.16543,0.499438,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
78,38,77,6,1,0,5.57853,5.66048,0.499438,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
158,78,157,7,1,0,5.66048,6.15782,0.499438,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
159,79,160,7,1,0,5.63888,6.12591,0.499562,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
79,39,80,6,1,0,5.55776,5.63888,0.499562,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
39,19,40,5,1,0,5.04736,5.55776,0.499625,0,0,1.7313,0.000125,0.001,0.001,0.00025
19,9,20,4,1,0,3.68184,5.04736,0.499625,0,0,1.73155,0.000125,0.001,0.001,0.0005
9,4,10,3,1,0,3.52863,3.68184,0.49975,0,0,1.73155,0.00025,0.001,0.001,0.0005
4,1,3,2,1,0,3.37387,3.52863,0.49975,0,0,1.73205,0.00025,0.001,0.001,0.001
160,79,159,7,1,0,5.63888,6.14453,0.499562,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
161,80,162,7,1,0,5.63951,6.13085,0.499688,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
80,39,79,6,1,0,5.55776,5.63951,0.499688,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
162,80,161,7,1,0,5.63951,6.14962,0.499688,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
163,81,164,7,1,0,5.64284,6.15169,0.499562,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
81,40,82,6,1,0,5.56098,5.64284,0.499562,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
40,19,39,5,1,0,5.04736,5.56098,0.499625,0,0,1.7318,0.000125,0.001,0.001,0.00025
164,81,163,7,1,0,5.64284,6.15797,0.499562,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
165,82,166,7,1,0,5.64311,6.15733,0.499688,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
82,40,81,6,1,0,5.56098,5.64311,0.499688,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
166,82,165,7,1,0,5.64311,6.14308,0.499688,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
167,83,168,7,1,0,5.65663,6.13543,0.499812,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
83,41,84,6,1,0,5.57537,5.65663,0.499812,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
41,20,42,5,1,0,5.06525,5.57537,0.499875,0,0,1.7313,0.000125,0.001,0.001,0.00025
20,9,19,4,1,0,3.68184,5.06525,0.499875,0,0,1.73155,0.000125,0.001,0.001,0.0005
168,83,167,7,1,0,5.65663,6.14047,0.499812,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
169,84,170,7,1,0,5.65709,6.14352,0.499937,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
84,41,83,6,1,0,5.57537,5.65709,0.499937,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
170,84,169,7,1,0,5.65709,6.16032,0.499937,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
171,85,172,7,1,0,5.66047,6.14901,0.499812,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
85,42,86,6,1,0,5.57864,5.66047,0.499812,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
42,20,41,5,1,0,5.06525,5.57864,0.499875,0,0,1.7318,0.000125,0.001,0.001,0.00025
172,85,171,7,1,0,5.66047,6.15246,0.499812,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
173,86,174,7,1,0,5.66073,6.16291,0.499937,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
86,42,85,6,1,0,5.57864,5.66073,0.499937,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
174,86,173,7,1,0,5.66073,6.18837,0.499937,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
175,87,176,7,1,0,5.6458,6.16451,0.499562,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
87,43,88,6,1,0,5.56357,5.6458,0.499562,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
43,21,44,5,1,0,5.04673,5.56357,0.499625,0,0,1.7323,0.000125,0.001,0.001,0.00025
21,10,22,4,1,0,3.68184,5.04673,0.499625,0,0,1.73255,0.000125,0.001,0.001,0.0005
10,4,9,3,1,0,3.52863,3.68184,0.49975,0,0,1.73255,0.00025,0.001,0.001,0.0005
176,87,175,7,1,0,5.6458,6.15401,0.499562,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
177,88,178,7,1,0,5.64597,6.17394,0.499688,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
88,43,87,6,1,0,5.56357,5.64597,0.499688,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
178,88,177,7,1,0,5.64597,6.18182,0.499688,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
179,89,180,7,1,0,5.64886,6.1806,0.499562,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
89,44,90,6,1,0,5.56642,5.64886,0.499562,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
44,21,43,5,1,0,5.04673,5.56642,0.499625,0,0,1.7328,0.000125,0.001,0.001,0.00025
180,89,179,7,1,0,5.64886,6.18538,0.499562,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
181,90,182,7,1,0,5.64893,6.18692,0.499688,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
90,44,89,6,1,0,5.56642,5.64893,0.499688,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
182,90,181,7,1,0,5.64893,6.18927,0.499688,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
183,91,184,7,1,0,5.68135,6.16633,0.499812,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
91,45,92,6,1,0,5.59977,5.68135,0.499812,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
45,22,46,5,1,0,5.088,5.59977,0.499875,0,0,1.7323,0.000125,0.001,0.001,0.00025
22,10,21,4,1,0,3.68184,5.088,0.499875,0,0,1.73255,0.000125,0.001,0.001,0.0005
184,91,183,7,1,0,5.68135,6.16953,0.499812,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
185,92,186,7,1,0,5.68164,6.17043,0.499937,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
92,45,91,6,1,0,5.59977,5.68164,0.499937,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
186,92,185,7,1,0,5.68164,6.19307,0.499937,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
187,93,188,7,1,0,5.6848,6.20338,0.499812,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
93,46,94,6,1,0,5.60285,5.6848,0.499812,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
46,22,45,5,1,0,5.088,5.60285,0.499875,0,0,1.7328,0.000125,0.001,0.001,0.00025
188,93,187,7,1,0,5.6848,6.21008,0.499812,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
189,94,190,7,1,0,5.68499,6.20164,0.499937,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
94,46,93,6,1,0,5.60285,5.68499,0.499937,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
190,94,189,7,1,0,5.68499,6.21098,0.499937,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
191,95,192,7,1,0,5.63941,6.14623,0.500062,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
95,47,96,6,1,0,5.55694,5.63941,0.500062,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
47,23,48,5,1,0,5.03769,5.55694,0.500125,0,0,1.7313,0.000125,0.001,0.001,0.00025
23,11,24,4,1,0,3.68184,5.03769,0.500125,0,0,1.73155,0.000125,0.001,0.001,0.0005
11,5,12,3,1,0,3.52863,3.68184,0.50025,0,0,1.73155,0.00025,0.001,0.001,0.0005
5,2,6,2,1,0,3.37387,3.52863,0.50025,0,0,1.73205,0.00025,0.001,0.001,0.001
2,0,1,1,1,0,3.21755,3.37387,0.5005,0,0,1.73205,0.0005,0.001,0.001,0.001
192,95,191,7,1,0,5.63941,6.16539,0.500062,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
193,96,194,7,1,0,5.6395,6.17738,0.500187,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
96,47,95,6,1,0,5.55694,5.6395,0.500187,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
194,96,193,7,1,0,5.6395,6.17423,0.500187,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
195,97,196,7,1,0,5.69108,6.17443,0.500062,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
97,48,98,6,1,0,5.60983,5.69108,0.500062,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
48,23,47,5,1,0,5.03769,5.60983,0.500125,0,0,1.7318,0.000125,0.001,0.001,0.00025
196,97,195,7,1,0,5.69108,6.18014,0.500062,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
197,98,198,7,1,0,5.69142,6.18203,0.500187,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
98,48,97,6,1,0,5.60983,5.69142,0.500187,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
198,98,197,7,1,0,5.69142,6.19213,0.500187,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
199,99,200,7,1,0,5.66828,6.17016,0.500313,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
99,49,100,6,1,0,5.58613,5.66828,0.500313,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
49,24,50,5,1,0,5.06999,5.58613,0.500375,0,0,1.7313,0.000125,0.001,0.001,0.00025
24,11,23,4,1,0,3.68184,5.06999,0.500375,0,0,1.73155,0.000125,0.001,0.001,0.0005
200,99,199,7,1,0,5.66828,6.18349,0.500313,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
201,100,202,7,1,0,5.66844,6.17894,0.500437,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
100,49,99,6,1,0,5.58613,5.66844,0.500437,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
202,100,201,7,1,0,5.66844,6.19838,0.500437,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
203,101,204,7,1,0,5.67138,6.1994,0.500313,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
101,50,102,6,1,0,5.58904,5.67138,0.500313,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
50,24,49,5,1,0,5.06999,5.58904,0.500375,0,0,1.7318,0.000125,0.001,0.001,0.00025
204,101,203,7,1,0,5.67138,6.20595,0.500313,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
205,102,206,7,1,0,5.67143,6.21184,0.500437,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
102,50,101,6,1,0,5.58904,5.67143,0.500437,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
206,102,205,7,1,0,5.67143,6.21863,0.500437,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
207,103,208,7,1,0,5.67834,6.20048,0.500062,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
103,51,104,6,1,0,5.59616,5.67834,0.500062,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
51,25,52,5,1,0,5.07917,5.59616,0.500125,0,0,1.7323,0.000125,0.001,0.001,0.00025
25,12,26,4,1,0,3.68184,5.07917,0.500125,0,0,1.73255,0.000125,0.001,0.001,0.0005
12,5,11,3,1,0,3.52863,3.68184,0.50025,0,0,1.73255,0.00025,0.001,0.001,0.0005
208,103,207,7,1,0,5.67834,6.18652,0.500062,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
209,104,210,7,1,0,5.67847,6.20293,0.500187,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
104,51,103,6,1,0,5.59616,5.67847,0.500187,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
210,104,209,7,1,0,5.67847,6.21365,0.500187,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
211,105,212,7,1,0,5.68128,6.19872,0.500062,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
105,52,106,6,1,0,5.59897,5.68128,0.500062,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
52,25,51,5,1,0,5.07917,5.59897,0.500125,0,0,1.7328,0.000125,0.001,0.001,0.00025
212,105,211,7,1,0,5.68128,6.22849,0.500062,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
213,106,214,7,1,0,5.68129,6.21865,0.500187,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
106,52,105,6,1,0,5.59897,5.68129,0.500187,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
214,106,213,7,1,0,5.68129,6.225,0.500187,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
215,107,216,7,1,0,5.68604,6.21884,0.500313,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
107,53,108,6,1,0,5.60376,5.68604,0.500313,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
53,26,54,5,1,0,5.08472,5.60376,0.500375,0,0,1.7323,0.000125,0.001,0.001,0.00025
26,12,25,4,1,0,3.68184,5.08472,0.500375,0,0,1.73255,0.000125,0.001,0.001,0.0005
216,107,215,7,1,0,5.68604,6.22647,0.500313,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
217,108,218,7,1,0,5.68607,6.2211,0.500437,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
108,53,107,6,1,0,5.60376,5.68607,0.500437,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
218,108,217,7,1,0,5.68607,6.23586,0.500437,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
219,109,220,7,1,0,5.73805,6.22444,0.500313,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
109,54,110,6,1,0,5.6568,5.73805,0.500313,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
54,26,53,5,1,0,5.08472,5.6568,0.500375,0,0,1.7328,0.000125,0.001,0.001,0.00025
220,109,219,7,1,0,5.73805,6.22594,0.500313,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
221,110,222,7,1,0,5.73835,6.24456,0.500437,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
110,54,109,6,1,0,5.6568,5.73835,0.500437,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
222,110,221,7,1,0,5.73835,6.23035,0.500437,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
223,111,224,7,1,0,5.68188,6.19812,0.500562,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
111,55,112,6,1,0,5.5997,5.68188,0.500562,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
55,27,56,5,1,0,5.08281,5.5997,0.500625,0,0,1.7313,0.000125,0.001,0.001,0.00025
27,13,28,4,1,0,3.68184,5.08281,0.500625,0,0,1.73155,0.000125,0.001,0.001,0.0005
13,6,14,3,1,0,3.52863,3.68184,0.50075,0,0,1.73155,0.00025,0.001,0.001,0.0005
6,2,5,2,1,0,3.37387,3.52863,0.50075,0,0,1.73205,0.00025,0.001,0.001,0.001
224,111,223,7,1,0,5.68188,6.21783,0.500562,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
225,112,226,7,1,0,5.682,6.21192,0.500687,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
112,55,111,6,1,0,5.5997,5.682,0.500687,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
226,112,225,7,1,0,5.682,6.22324,0.500687,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
227,113,228,7,1,0,5.68482,6.21226,0.500562,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
113,56,114,6,1,0,5.60251,5.68482,0.500562,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
56,27,55,5,1,0,5.08281,5.60251,0.500625,0,0,1.7318,0.000125,0.001,0.001,0.00025
228,113,227,7,1,0,5.68482,6.22588,0.500562,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
229,114,230,7,1,0,5.68481,6.23856,0.500687,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
114,56,113,6,1,0,5.60251,5.68481,0.500687,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
230,114,229,7,1,0,5.68481,6.23804,0.500687,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
231,115,232,7,1,0,5.70512,6.22671,0.500812,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
115,57,116,6,1,0,5.62313,5.70512,0.500812,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
57,28,58,5,1,0,5.10787,5.62313,0.500875,0,0,1.7313,0.000125,0.001,0.001,0.00025
28,13,27,4,1,0,3.68184,5.10787,0.500875,0,0,1.73155,0.000125,0.001,0.001,0.0005
232,115,231,7,1,0,5.70512,6.2135,0.500812,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
233,116,234,7,1,0,5.70526,6.2297,0.500937,0,0,1.73118,6.25e-05,0.001,0.001,0.000125
116,57,115,6,1,0,5.62313,5.70526,0.500937,0,0,1.7313,6.25e-05,0.001,0.001,0.00025
234,116,233,7,1,0,5.70526,6.24009,0.500937,0,0,1.73143,6.25e-05,0.001,0.001,0.000125
235,117,236,7,1,0,5.70815,6.21739,0.500812,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
117,58,118,6,1,0,5.62599,5.70815,0.500812,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
